country,name,full_name,isin,currency,symbol
india,Indraprastha Medical,Indraprastha Medical Corporation Ltd,INE681B01017,INR,IMCL
india,IndusInd Bank,IndusInd Bank Ltd.,INE095A01012,INR,INBK
india,Info Edge India,Info Edge India Ltd,INE663F01024,INR,INED
india,Infosys,Infosys Ltd,INE009A01021,INR,INFY
india,Cyient Ltd-B,Cyient Ltd-B,INE136B01020,INR,CYIE
india,IDFC,IDFC Ltd,INE043D01016,INR,IDFC
india,Ingersoll-Rand IN,Ingersoll-Rand Ltd,INE177A01018,INR,INGR
india,Inox Leisure,Inox Leisure Ltd,INE312H01016,INR,INOL
india,Ipca Laboratories,Ipca Laboratories Ltd.,INE571A01020,INR,IPCA
india,IRB Infrastructure,IRB Infrastructure Developers Ltd,INE821I01014,INR,IRBI
india,ITC,ITC Ltd,INE154A01025,INR,ITC
india,IVRCL,IVRCL LTD,INE875A01025,INR,IVRC
india,JSW Steel,JSW Steel Ltd,INE019A01038,INR,JSTL
india,Jagran Prakashan,Jagran Prakashan Ltd,INE199G01027,INR,JAGP
india,Jai Balaji Industries,Jai Balaji Industries Ltd,INE091G01018,INR,JAIB
india,Jai Corp,Jai Corp Ltd,INE070D01027,INR,JAIC
india,Jain Irrigation,Jain Irrigation Systems Ltd.,INE175A01038,INR,JAIR
india,Jaiprakash Associates,Jaiprakash Associates Ltd,INE455F01025,INR,JAIA
india,Jaiprakash Power,Jaiprakash Power Ventures Ltd,INE351F01018,INR,JAPR
india,Jammu and Kashmir Bank,Jammu and Kashmir Bank Ltd.,INE168A01041,INR,JKBK
india,Jaypee Infratech,Jaypee Infratech Ltd,INE099J01015,INR,JYPE
india,Jay Shree,Jay Shree Tea & Industries Ltd.,INE364A01020,INR,JYST
india,J.B. Chemicals&Pharma,J B Chemicals and Pharmaceuticals Ltd,INE572A01028,INR,JBCH
india,Jet Airways,Jet Airways Ltd,INE802G01018,INR,JET
india,Jindal Poly Films,Jindal Poly Films Ltd.,INE197D01010,INR,JPLY
india,Jindal South West,Jindal South West Holdings Ltd,INE824G01012,INR,JNSW
india,Jindal Stainless,Jindal Stainless Ltd,INE220G01021,INR,JIST
india,Jindal Steel&Power,Jindal Steel & Power Ltd,INE749A01030,INR,JNSP
india,JK Tyre&Industries,JK Tyre & Industries Ltd.,INE573A01042,INR,JKIN
india,JM Financial,JM Financial Ltd,INE780C01023,INR,JMSH
india,JSW Energy,JSW Energy Ltd,INE121E01018,INR,JSWE
india,JSW ISPAT Steel,JSW Ispat Steel Ltd,INE136A01022,INR,JSWI
india,Jubilant Life Sciences,Jubilant Life Sciences Ltd,INE700A01033,INR,JULS
india,Jubilant Foodworks,Jubilant Foodworks Ltd,INE797F01012,INR,JUBI
india,Jyoti Structures,Jyoti Structures Ltd.,INE197A01024,INR,JYTS
india,KCP,KCP Ltd,INE805C01028,INR,KCP
india,Kajaria Ceramics,Kajaria Ceramics Ltd,INE217B01036,INR,KAJR
india,Kalpataru Power,Kalpataru Power Transmission Ltd.,INE220B01022,INR,KAPT
india,Kansai Nerolac Paints,Kansai Nerolac Paints Ltd,INE531A01024,INR,KANE
india,Karnataka Bank,Karnataka Bank Ltd.,INE614B01018,INR,KBNK
india,Karuturi Global,Karuturi Global Ltd,INE299C01024,INR,KART
india,Karur Vysya Bank,Karur Vysya Bank Ltd,INE036D01028,INR,KARU
india,KEC International,KEC International Ltd.,INE389H01022,INR,KECL
india,Kesoram Industries,Kesoram Industries Ltd,INE087A01019,INR,KSRM
india,Kotak Mahindra Bank,Kotak Mahindra Bank Ltd.,INE237A01028,INR,KTKM
india,Birlasoft,Birlasoft Ltd,INE836A01035,INR,BIRS
india,KSB,KSB Ltd,INE999A01015,INR,KSBL
india,KSK Energy Ventures,KSK Energy Ventures Ltd,INE143H01015,INR,KSKE
india,Lakshmi Vilas Bank,Lakshmi Vilas Bank Ltd,INE694C01018,INR,LVLS
india,Lakshmi Energy,Lakshmi Energy And Foods Ltd,INE992B01026,INR,LAKO
india,Lakshmi Machine Works,Lakshmi Machine Works Ltd.,INE269B01029,INR,LKMC
india,Lanco Infratech,Lanco Infratech Ltd,INE785C01048,INR,LAIN
india,Larsen & Toubro,Larsen & Toubro Ltd,INE018A01030,INR,LART
india,Lic Housing Finance,Lic Housing Finance Ltd.,INE115A01026,INR,LICH
india,Lupin,Lupin Ltd,INE326A01037,INR,LUPN
india,Mahindra & Mahindra Financial,Mahindra and Mahindra Financial Services Ltd,INE774D01024,INR,MMFS
india,The Ramco Cements,The Ramco Cements Ltd,INE331A01037,INR,TRCE
india,Mahindra & Mahindra,Mahindra & Mahindra Ltd.,INE101A01026,INR,MAHM
india,Mahindra Lifespace,Mahindra Lifespace Developers Ltd.,INE813A01018,INR,MALD
india,Maharashtra Seamless,Maharashtra Seamless Ltd.,INE271B01025,INR,MHSM
india,Marico,Marico Ltd,INE196A01026,INR,MRCO
india,Maruti Suzuki,Maruti Suzuki India Ltd.,INE585B01010,INR,MRTI
india,Mastek,Mastek Ltd,INE759A01021,INR,MAST
india,Max Financial,Max Financial Services Ltd,INE180A01020,INR,MAXI
india,McLeod Russel,McLeod Russel India Ltd,INE942G01012,INR,MCLE
india,Mercator,Mercator Ltd,INE934B01028,INR,MRCT
india,Merck Ltd,Procter & Gamble Health Ltd,INE199A01012,INR,PROR
india,MindTree,MindTree Ltd,INE018I01017,INR,MINT
india,MIRC Electronics,MIRC Electronics Ltd,INE831A01028,INR,MIRC
india,Monnet Ispat,Monnet Ispat and Energy Ltd,INE743C01021,INR,MNET
india,Monsanto India,Monsanto India Ltd.,INE274B01011,INR,MNSN
india,Moser Baer India Ltd,Moser Baer India Ltd,INE739A01015,INR,MOSR
india,Motherson Sumi Systems,Motherson Sumi Systems Ltd.,INE775A01035,INR,MOSS
india,Motilal Oswal,Motilal Oswal Financial Services Ltd,INE338I01027,INR,MOFS
india,Mphasis,Mphasis Ltd,INE356A01018,INR,MBFL
india,M.R.F.,M.R.F. Ltd.,INE883A01011,INR,MRF
india,Mangalore,Mangalore Refinery and Petrochemicals Ltd,INE103A01014,INR,MRPL
india,Mahanagar Telephone,Mahanagar Telephone Nigam Ltd.,INE153A01019,INR,MTNL
india,Adani,Adani Port and Special Economic Zone Ltd,INE742F01042,INR,APSE
india,MVL,MVL Ltd,INE744I01034,INR,MVLL
india,NIIT,NIIT Ltd.,INE161A01038,INR,NIIT
india,NTPC,NTPC Ltd,INE733E01010,INR,NTPC
india,National Fertilizers,National Fertilizers Ltd,INE870D01012,INR,NAFT
india,National Aluminum Co.,National Aluminum Co. Ltd.,INE139A01034,INR,NALU
india,Nava Bharat Ventures,Nava Bharat Ventures Ltd,INE725A01022,INR,NABV
india,Navneet Education,Navneet Education Ltd,INE060A01024,INR,NAVN
india,NCC,NCC Ltd,INE868B01028,INR,NCCL
india,Nelco,Nelco Ltd,INE045B01015,INR,NELC
india,Network 18 Media,Network 18 Media & Investments Ltd,INE870H01013,INR,NEFI
india,New Delhi Television,New Delhi Television Ltd,INE155G01029,INR,NDTV
india,NLC India,NLC India Ltd,INE589A01014,INR,NLCI
india,NHPC,NHPC Ltd,INE848E01016,INR,NHPC
india,Nilkamal,Nilkamal Ltd,INE310A01015,INR,NKML
india,NMDC,NMDC Ltd,INE584A01023,INR,NMDC
india,Noida Toll Bridge,Noida Toll Bridge Company Ltd,INE781B01015,INR,NOID
india,Oil & Natural Gas,Oil And Natural Gas Corporation Ltd,INE213A01029,INR,ONGC
india,Oberoi Realty,Oberoi Realty Ltd,INE093I01010,INR,OEBO
india,Oil India,Oil India Ltd,INE274J01014,INR,OILI
india,Omaxe,Omaxe Ltd,INE800H01010,INR,OMAX
india,Opto Circuits,Opto Circuits Ltd,INE808B01016,INR,OPTO
india,Oracle,Oracle Financial Services Software Ltd,INE881D01027,INR,ORCL
india,Orchid Pharma,Orchid Pharma Ltd,INE191A01019,INR,ORCD
india,Oriental Hotels,Oriental Hotels Ltd,INE750A01020,INR,ORHT
india,Orient Paper Industries,Orient Paper and Industries Ltd,INE592A01026,INR,ORPP
india,ORBC,Oriental Bank Of Commerce Ltd,INE141A01014,INR,ORBC
india,Orissa Minerals,Orissa Minerals Development Company Ltd,INE725E01024,INR,ORIS
india,Oswal Greentech,Oswal Greentech Ltd,INE143A01010,INR,OSGL
india,PSL,PSL Ltd,INE474B01017,INR,PSLH
india,Page Industries,Page Industries Ltd.,INE761H01022,INR,PAGE
india,Panacea Biotec,Panacea Biotec Ltd,INE922B01023,INR,PNCA
india,Future Enterprises A,Future Enterprises Ltd A,INE623B01027,INR,FURE
india,Huhtamaki PPL,Huhtamaki PPL Ltd,INE275B01026,INR,HUHT
india,Parsvnath Developers,Parsvnath Developers Ltd.,INE561H01026,INR,PARV
india,Patel Engineering,Patel Engineering Ltd,INE244B01030,INR,PENG
india,Peninsula Land,Peninsula Land Ltd,INE138A01028,INR,PENL
india,Persistent Systems,Persistent Systems Ltd,INE262H01013,INR,PERS
india,Petronet LNG,Petronet LNG Ltd,INE347G01014,INR,PLNG
india,Pfizer Ltd,Pfizer Ltd.,INE182A01018,INR,PFIZ
india,The Phoenix Mills,The Phoenix Mills Ltd.,INE211B01039,INR,PHOE
india,Pidilite Industries,Pidilite Industries Ltd.,INE318A01026,INR,PIDI
india,Reliance Naval,Reliance Naval and Engineering Ltd,INE542F01012,INR,RELV
india,Piramal Enterprises,Piramal Enterprises Ltd,INE140A01024,INR,PIRA
india,Power Finance,Power Finance Corporation Ltd,INE134E01011,INR,PWFC
india,Power Grid,Power Grid Corporation of India Ltd,INE752E01010,INR,PGRD
india,Praj Industries,Praj Industries Ltd.,INE074A01025,INR,PRAJ
india,Prestige Estates,Prestige Estates Projects Ltd,INE811K01011,INR,PREG
india,Prism Johnson,Prism Johnson Ltd,INE010A01011,INR,PRIS
india,Procter & Gamble Hygiene,Procter & Gamble Hygiene and Health Care Ltd,INE179A01014,INR,PROC
india,Provogue India,Provogue India Ltd,INE968G01033,INR,PROV
india,PTC India,PTC India Ltd,INE877F01012,INR,PTCI
india,Punj LLoyd,Punj LLoyd Ltd,INE701B01021,INR,PUJL
india,Punjab National Bank,Punjab National Bank,INE160A01022,INR,PNBK
india,Puravankara Projects,Puravankara Projects Ltd,INE323I01011,INR,PURA
india,Radico Khaitan,Radico Khaitan Ltd.,INE944F01028,INR,RADC
india,Rajesh Exports,Rajesh Exports Ltd.,INE343B01030,INR,REXP
india,Rallis India,Rallis India Ltd,INE613A01020,INR,RALL
india,Ramco Industries,Ramco Industries Ltd,INE614A01028,INR,RAMC
india,Rashtriya Chemicals,Rashtriya Chemicals and Fertilizers Ltd,INE027A01015,INR,RSTC
india,Raymond,Raymond Ltd,INE301A01014,INR,RYMD
india,Redington India,Redington India Ltd,INE891D01026,INR,REDI
india,Reliance Capital,Reliance Capital Ltd,INE013A01015,INR,RLCP
india,Reliance Communications,Reliance Communications Ltd,INE330H01018,INR,RLCM
india,Reliance Industrial,Reliance Industrial Infrastructure Ltd,INE046A01015,INR,REII
india,Reliance Infrastructure,Reliance Infrastructure Ltd,INE036A01016,INR,RLIN
india,Reliance Power,Reliance Power Ltd,INE614G01033,INR,RPOL
india,Reliance Industries,Reliance Industries Ltd,INE002A01018,INR,RELI
india,Religare Enterprises,Religare Enterprises Ltd,INE621H01010,INR,RELG
india,Rolta India,Rolta India Ltd.,INE293A01013,INR,ROLT
india,Ruchi Soya Industries,Ruchi Soya Industries Ltd,INE619A01027,INR,RCSY
india,REC,REC Ltd,INE020B01018,INR,RECM
india,State Bank of Bikaner and Jaipur,State Bank of Bikaner and Jaipur,INE648A01026,INR,SBKB
india,State Bank of Travancore,State Bank of Travancore,INE654A01024,INR,SBKT
india,S. Kumars Nationwide,S Kumars Nationwide Ltd,INE772A01016,INR,SKMK
india,Sadbhav Engineering,Sadbhav Engineering Ltd,INE226H01026,INR,SADE
india,SBI,State Bank Of India,INE062A01020,INR,SBI
india,Vedanta,Vedanta Ltd,INE205A01025,INR,VDAN
india,Shanthi Gears,Shanthi Gears Ltd,INE631A01022,INR,SHNT
india,Shipping Corporation,Shipping Corporation Of India Ltd,INE109A01011,INR,SCI
india,Shoppers Stop,Shoppers Stop Ltd,INE498B01024,INR,SHOP
india,Shree Cements,Shree Cements Ltd.,INE070A01015,INR,SHCM
india,Shree Renuka Sugars,Shree Renuka Sugars Ltd.,INE087H01022,INR,SRES
india,Shriram Transport,Shriram Transport Finance Co. Ltd.,INE721A01013,INR,SRTR
india,Siemens Ltd,Siemens Ltd,INE003A01024,INR,SIEM
india,Simplex Infrastructures,Simplex Infrastructures Ltd,INE059B01024,INR,SINF
india,Sintex Industries,Sintex Industries Ltd,INE429C01035,INR,SNTX
india,SKF India,SKF India Ltd,INE640A01023,INR,SKFB
india,Bharat Financial,Bharat Financial Inclusion Ltd,INE180K01011,INR,BHAF
india,Sobha Developers,Sobha Developers Ltd.,INE671H01015,INR,SOBH
india,JTEKT India,JTEKT India Ltd,INE643A01035,INR,JTEK
india,Sonata Software,Sonata Software Ltd,INE269A01021,INR,SOFT
india,South Indian Bank,South Indian Bank Ltd.,INE683A01023,INR,SIBK
india,SREI Infrastructure,SREI Infrastructure Finance Ltd,INE872A01014,INR,SREI
india,SRF,SRF Ltd,INE647A01010,INR,SRFL
india,State Trading Corp,State Trading Corporation of India Ltd,INE655A01013,INR,STCI
india,Steel Authority,Steel Authority of India Ltd.,INE114A01011,INR,SAIL
india,Sterling Biotech,Sterling Biotech Ltd,INE324C01038,INR,STBI
india,Sterlite Technologies,Sterlite Technologies Ltd,INE089C01029,INR,STTE
india,Strides Pharma,Strides Pharma Science Ltd,INE939A01011,INR,SRID
india,Neueon Towers,Neueon Towers Ltd,INE333I01036,INR,NEUE
india,Sun Pharma,Sun Pharmaceutical Industries Ltd.,INE044A01036,INR,SUN
india,Sun TV Network Ltd,Sun TV Network Ltd,INE424H01027,INR,SUTV
india,Sundaram Finance,Sundaram Finance Ltd,INE660A01013,INR,SNFN
india,Sundram Fasteners,Sundram Fasteners Ltd,INE387A01021,INR,SNFS
india,Sunteck Realty,Sunteck Realty Ltd,INE805D01034,INR,SUNT
india,Supreme Industries,Supreme Industries Ltd.,INE195A01028,INR,SUPI
india,Supreme Petrochem,Supreme Petrochem Ltd,INE663A01017,INR,SPTL
india,Surya Roshni,Surya Roshni Ltd,INE335A01012,INR,SURR
india,Suzlon Energy,Suzlon Energy Ltd,INE040H01021,INR,SUZL
india,Swaraj Engines,Swaraj Engines Ltd.,INE277A01016,INR,SWAR
india,Syndicate Bank,Syndicate Bank Ltd,INE667A01018,INR,SBNK
india,Taj GVK,TAJ GVK Hotels and Resorts Ltd,INE586B01026,INR,TAJG
india,Tata Chemicals,Tata Chemicals Ltd,INE092A01019,INR,TTCH
india,Tata Coffee,Tata Coffee Ltd,INE493A01027,INR,TACO
india,Tata Communications,Tata Communications Limited,INE151A01013,INR,TATA
india,Tata Consultancy,Tata Consultancy Services Ltd.,INE467B01029,INR,TCS
india,Tata Elxsi,Tata Elxsi Ltd,INE670A01012,INR,TTEX
india,Tata Global Beverages,Tata Global Beverages Ltd,INE192A01025,INR,TAGL
india,Tata Investment,Tata Investment Corporation Ltd.,INE672A01018,INR,TINV
india,Tata Metaliks,Tata Metaliks Ltd,INE056C01010,INR,TMET
india,Tata Motors,Tata Motors Ltd,INE155A01022,INR,TAMO
india,Tata Power Co.,Tata Power Co. Ltd,INE245A01021,INR,TTPW
india,Tata Sponge Iron,Tata Sponge Iron Ltd,INE674A01014,INR,TTST
india,Tata Steel Ltd,Tata Steel Ltd,INE081A01012,INR,TISC
india,Tech Mahindra,Tech Mahindra Ltd,INE669C01036,INR,TEML
india,Thermax,Thermax Ltd.,INE152A01029,INR,THMX
india,Thomas Cook India,Thomas Cook India Ltd,INE332A01027,INR,THOM
india,Tinplate Company,Tinplate Company of India Ltd,INE422C01014,INR,TINP
india,Titan Company,Titan Company Ltd,INE280A01028,INR,TITN
india,Tamil Nadu,Tamil Nadu Newsprint And Papers Ltd,INE107A01015,INR,TNNP
india,Torrent Pharma,Torrent Pharmaceuticals Ltd.,INE685A01028,INR,TORP
india,Torrent Power Ltd,Torrent Power Ltd,INE813H01021,INR,TOPO
india,Trent,Trent Ltd,INE849A01020,INR,TREN
india,Cholamandalam Financial,Cholamandalam Financial Holdings Ltd,INE149A01033,INR,CHOL
india,T.V.Today Network,T.V.Today Network Ltd,INE038F01029,INR,TVTO
india,TV18 Broadcast,TV18 Broadcast Ltd.,INE886H01027,INR,TVEB
india,TVS Motor Company,TVS Motor Company Ltd.,INE494B01023,INR,TVSM
india,UCO Bank,UCO Bank,INE691A01018,INR,UCBK
india,Uflex,Uflex Ltd,INE516A01017,INR,UFLX
india,UltraTech Cement,UltraTech Cement Ltd,INE481G01011,INR,ULTC
india,Unichem Labs,Unichem Laboratories Ltd.,INE351A01035,INR,UNLB
india,Union Bank of India,Union Bank of India Ltd,INE692A01016,INR,UNBK
india,Unitech,Unitech Ltd.,INE694A01020,INR,UNTE
india,United Breweries Ltd,United Breweries Ltd.,INE686F01025,INR,UBBW
india,UPL,UPL Ltd,INE628A01036,INR,UPLL
india,United Spirits,United Spirits Ltd,INE854D01024,INR,UNSP
india,Unity Infraprojects,Unity Infraprojects Ltd,INE466H01028,INR,UTIL
india,Usha Martin,Usha Martin Ltd.,INE228A01035,INR,USBL
india,Uttam Galva Steels,Uttam Galva Steels Ltd.,INE699A01011,INR,UTTM
india,Varun Shipping,Varun Shipping Company Ltd,INE702A01013,INR,VRNS
india,Venkys India,Venkys India Ltd,INE398A01010,INR,VENK
india,Vesuvius India,Vesuvius India Ltd,INE386A01015,INR,VESU
india,Videocon Industries,Videocon Industries Ltd.,INE703A01011,INR,VEDI
india,Vijaya Bank,Vijaya Bank,INE705A01016,INR,VJBK
india,V I P Industries,V I P Industries Ltd,INE054A01027,INR,VIPI
india,Voltas,Voltas Ltd.,INE226A01021,INR,VOLT
india,VST Industries,VST Industries Ltd.,INE710A01016,INR,VSTI
india,Welspun Corp,Welspun Corp Ltd,INE191B01025,INR,WGSR
india,West Coast Paper Mills,West Coast Paper Mills Ltd,INE976A01021,INR,WSTC
india,Whirlpool of India,Whirlpool of India Ltd,INE716A01013,INR,WHIR
india,Wipro,Wipro Ltd,INE075A01022,INR,WIPR
india,Wockhardt,Wockhardt Ltd,INE049B01025,INR,WCKH
india,Yes Bank,Yes Bank Ltd,INE528G01027,INR,YESB
india,Zee Entertainment,Zee Entertainment Enterprises Ltd.,INE256A01028,INR,ZEE
india,Zensar Tech,Zensar Technologies Ltd,INE520A01027,INR,ZENT
india,Zodiac Clothing,Zodiac Clothing Company Ltd,INE206B01013,INR,ZCCL
india,Zuari Global,Zuari Global Ltd,INE217A01012,INR,ZURI
india,Zydus Wellness,Zydus Wellness Ltd,INE768C01010,INR,ZYDS
india,Den Networks,Den Networks Ltd,INE947J01015,INR,DENN
india,D.B.Corp,D.B.Corp Ltd,INE950I01011,INR,DBCL
india,Prime Focus,Prime Focus Ltd,INE367G01038,INR,PRFO
india,Nestle India,Nestle India Ltd,INE239A01016,INR,NEST
india,Schneider Electric Infrastructure,Schneider Electric Infrastructure Ltd,INE839M01018,INR,SEIN
india,HeidelbergCement India,HeidelbergCement India Ltd,INE578A01017,INR,HEID
india,Standard Chartered DRC,Standard Chartered PLC DRC,INE028L21018,INR,STNCy
india,3M India,3M India Ltd.,INE470A01017,INR,TMIN
india,ABB India,ABB India Ltd,INE117A01022,INR,ABB
india,ACC,ACC Ltd,INE012A01025,INR,ACC
india,Aban Offshore,Aban Offshore Ltd.,INE421A01028,INR,ABAN
india,ABG Shipyard,ABG Shipyard Ltd.,INE067H01016,INR,ABGS
india,Adani Enterprises,Adani Enterprises Ltd,INE423A01024,INR,ADEL
india,Adani Power,Adani Power Ltd,INE814H01011,INR,ADAN
india,Agro Tech Foods,Agro Tech Foods Ltd,INE209A01019,INR,AGRO
india,AIA Engineering,AIA Engineering Ltd,INE212H01026,INR,AIAE
india,Akzo Nobel India,Akzo Nobel India Ltd,INE133A01011,INR,AKZO
india,Allahabad Bank,Allahabad Bank,INE428A01015,INR,ALBK
india,Allcargo Logistics,Allcargo Logistics Ltd,INE418H01029,INR,ACLL
india,Alok Industries,Alok Industries Ltd.,INE270A01011,INR,ALOK
india,GE Power India,ALSTOM India Ltd,INE878A01011,INR,GEPO
india,Amara Raja Batteries,Amara Raja Batteries Ltd,INE885A01032,INR,AMAR
india,Ambuja Cements,Ambuja Cements Ltd.,INE079A01024,INR,ABUJ
india,Amtek Auto,Amtek Auto Ltd,INE130C01021,INR,AMTK
india,Castex Technologies,Castex Technologies Ltd,INE068D01021,INR,CASE
india,Anant Raj,Anant Raj Ltd,INE242C01024,INR,ANRA
india,Andhra Bank,Andhra Bank,INE434A01013,INR,ADBK
india,Apollo Hospitals,Apollo Hospitals Enterprises Ltd.,INE437A01024,INR,APLH
india,Apollo Tyres,Apollo Tyres Ltd,INE438A01022,INR,APLO
india,Aptech,Aptech Ltd.,INE266F01018,INR,APTA
india,Arvind,Arvind Ltd.,INE034A01011,INR,ARVN
india,Asahi India Glass,Asahi India Glass Ltd,INE439A01020,INR,AISG
india,Ashok Leyland,Ashok Leyland Ltd.,INE208A01029,INR,ASOK
india,Asian Paints,Asian Paints Ltd.,INE021A01026,INR,ASPN
india,AstraZeneca Pharma,AstraZeneca Pharma India Ltd.,INE203A01020,INR,ASTR
india,Aurobindo Pharma,Aurobindo Pharma Ltd.,INE406A01037,INR,ARBN
india,Sanofi India,Sanofi India Ltd,INE058A01010,INR,SANO
india,AXIS Bank,AXIS Bank Ltd.,INE238A01034,INR,AXBK
india,BGR Energy Systems,BGR Energy Systems Ltd,INE661I01014,INR,BGRE
india,Linde India,Linde India Ltd,INE473A01011,INR,LIND
india,Bajaj Auto,Bajaj Auto Ltd,INE917I01010,INR,BAJA
india,Bajaj Electricals,Bajaj Electricals Ltd.,INE193E01025,INR,BJEL
india,Bajaj Finance,Bajaj Finance Ltd,INE296A01024,INR,BJFN
india,Bajaj Finserv,Bajaj Finserv Ltd,INE918I01018,INR,BJFS
india,Bajaj Holdings,Bajaj Holdings & Investment Ltd,INE118A01012,INR,BJAT
india,Bajaj Hindustan,Bajaj Hindustan Ltd.,INE306A01021,INR,BJHN
india,Ballarpur Industries,Ballarpur Industries Ltd.,INE294A01037,INR,BILT
india,Balmer Lawrie&Co.,Balmer Lawrie & Co. Ltd.,INE164A01016,INR,BLMR
india,Balrampur Chini Mills,Balrampur Chini Mills Ltd.,INE119A01028,INR,BACH
india,Bank of India,Bank of India Ltd,INE084A01016,INR,BOI
india,BASF India,BASF India Ltd,INE373A01013,INR,BASF
india,Bata India,Bata India Ltd,INE176A01028,INR,BATA
india,BEML,BEML Ltd,INE258A01016,INR,BEML
india,Berger Paints,Berger Paints India Ltd,INE463A01038,INR,BRGR
india,BF Utilities,BF Utilities Ltd.,INE243D01012,INR,BFUT
india,Bharat Forge,Bharat Forge Ltd,INE465A01025,INR,BFRG
india,Bharat Petroleum,Bharat Petroleum Corp. Ltd.,INE029A01011,INR,BPCL
india,Bharti Airtel,Bharti Airtel Ltd,INE397D01024,INR,BRTI
india,Bharat Heavy Electricals,Bharat Heavy Electricals Ltd.,INE257A01026,INR,BHEL
india,Bharat Electronics,Bharat Electronics Ltd,INE263A01024,INR,BAJE
india,Tata Steel BSL,Tata Steel BSL Ltd,INE824B01021,INR,TATS
india,Biocon,Biocon Ltd.,INE376G01013,INR,BION
india,Birla Corporation,Birla Corporation Ltd,INE340A01012,INR,BRLC
india,Bank Of Baroda,Bank of Baroda Ltd,INE028A01039,INR,BOB
india,Blue Dart Express,Blue Dart Express Ltd.,INE233B01017,INR,BLDT
india,Blue Star,Blue Star Ltd,INE472A01039,INR,BLUS
india,Bombay Dyeing&Mfg.,Bombay Dyeing & Mfg. Co. Ltd.,INE032A01023,INR,BDYN
india,Bombay Rayon Fashions,Bombay Rayon Fashions Ltd,INE589G01011,INR,BRFL
india,Bosch,Bosch Ltd,INE323A01026,INR,BOSH
india,Britannia Industries,Britannia Industries Ltd,INE216A01030,INR,BRIT
india,Cadila Healthcare,Cadila Healthcare Ltd.,INE010B01027,INR,CADI
india,Canara Bank,Canara Bank Ltd,INE476A01014,INR,CNBK
india,Carborundum Universal,Carborundum Universal Ltd,INE120A01034,INR,CRBR
india,Castrol India,Castrol India Ltd,INE172A01027,INR,CAST
india,CBI,Central Bank of India Ltd,INE483A01010,INR,CBI
india,Century Textiles,Century Textiles & Industries Ltd.,INE055A01016,INR,CNTY
india,CESC,CESC Ltd,INE486A01013,INR,CESC
india,Chambal Fertilisers,Chambal Fertilisers & Chemicals Ltd,INE085A01013,INR,CHMB
india,Chennai Petroleum,Chennai Petroleum Corporation Ltd,INE178A01016,INR,CHPC
india,Cholamandalam,Cholamandalam Investment and Finance Company Ltd,INE121A01024,INR,CHLA
india,Cipla,Cipla Ltd.,INE059A01026,INR,CIPL
india,City Union Bank,City Union Bank Ltd,INE491A01021,INR,CTBK
india,Clariant Chemicals India,Clariant Chemicals India Ltd,INE492A01029,INR,CLAC
india,Coal India,Coal India Ltd,INE522F01014,INR,COAL
india,Colgate-Palmolive India,Colgate-Palmolive (India) Ltd.,INE259A01022,INR,COLG
india,Container India,Container Corporation of India Ltd,INE111A01025,INR,CCRI
india,Corporation Bank,Corporation Bank Ltd,INE112A01023,INR,CRBK
india,Coromandel Int,Coromandel International Ltd,INE169A01031,INR,CORF
india,Cox & Kings,Cox & Kings Ltd,INE008I01026,INR,COKI
india,CRISIL,CRISIL Ltd.,INE007A01025,INR,CRSL
india,CG Power and Industrial Solutions,Crompton Greaves Ltd,INE067A01029,INR,CGPO
india,Cummins India Ltd,Cummins India Ltd,INE298A01020,INR,CUMM
india,D B Realty,D B Realty Ltd,INE879I01012,INR,DBRL
india,Dabur India,Dabur India Ltd.,INE016A01026,INR,DABU
india,Deepak,Deepak Fertilisers and Petrochemicals Corp Ltd,INE501A01019,INR,DPFE
india,Delta Corp,Delta Corp Ltd,INE124G01033,INR,DELT
india,DCB Bank Ltd,Development Credit Bank Ltd.,INE503A01015,INR,DCBA
india,Dewan Housing,Dewan Housing Finance Corp. Ltd.,INE202B01012,INR,DWNH
india,Dhanlaxmi Bank,Dhanlaxmi Bank Ltd,INE680A01011,INR,DNBK
india,Dish TV India,Dish TV India Ltd,INE836F01026,INR,DSTV
india,Divi's Labs,Divi's Laboratories Ltd.,INE361B01024,INR,DIVI
india,DLF,DLF Ltd,INE271C01023,INR,DLF
india,Dr. Reddy's Labs,Dr. Reddy’s Laboratories Ltd,INE089A01023,INR,REDY
india,EIH,EIH Ltd,INE230A01023,INR,EIHO
india,eClerx Services,eClerx Services Ltd,INE738I01010,INR,ECLE
india,Edelweiss Financial,Edelweiss Financial Services Ltd.,INE532F01054,INR,EDEL
india,Educomp Solutions,Educomp Solutions Ltd,INE216H01027,INR,EDSO
india,Eicher Motors,Eicher Motors Ltd.,INE066A01013,INR,EICH
india,E.I.D-Parry,E.I.D. Parry (India) Ltd.,INE126A01031,INR,EIDP
india,Elgi Equipments,ELGI Equipments Ltd,INE285A01027,INR,ELGE
india,Emami,Emami Ltd,INE548C01032,INR,EMAM
india,Engineers India,Engineers India Ltd.,INE510A01028,INR,ENGI
india,Entertainment Network India,Entertainment Network (India) Ltd,INE265F01028,INR,ENIL
india,Escorts,Escorts Ltd,INE042A01014,INR,ESCO
india,Exide Industries,Exide Industries Ltd.,INE302A01020,INR,EXID
india,FDC,FDC Ltd.,INE258B01022,INR,FDC
india,Schaeffler India,Schaeffler India Ltd,INE513A01014,INR,SCHE
india,Federal Bank,Federal Bank Ltd.,INE171A01029,INR,FED
